 # Jupiter model, Ptrans=7 Mbar, rock core 
 # m/Mp         P (GPa)    r/Rmean   T(K)   rho(g/ccm)
 0.9566152589  42.212843   0.90740  4432.3  0.5275228 
 0.9565661663  42.265923   0.90735  4433.0  0.5278578 
 0.9565170479  42.319040   0.90730  4433.7  0.5281929 
 0.9564679038  42.372194   0.90725  4434.3  0.5285281 
 0.9564187339  42.425386   0.90720  4435.0  0.5288632 
 0.9563695383  42.478614   0.90715  4435.7  0.5291984 
 0.9563203170  42.531880   0.90710  4436.4  0.5295336 
 0.9562710699  42.585183   0.90705  4437.0  0.5298688 
 0.9562217971  42.638523   0.90700  4437.7  0.5302041 
 0.9561724985  42.691900   0.90695  4438.4  0.5305394 
 0.9561231742  42.745314   0.90690  4439.0  0.5308747 
 0.9560738242  42.798765   0.90685  4439.7  0.5312100 
 0.9560244484  42.852254   0.90680  4440.4  0.5315454 
 0.9559750470  42.905780   0.90675  4441.1  0.5318808 
 0.9559256199  42.959343   0.90670  4441.7  0.5322162 
 0.9558761670  43.012943   0.90665  4442.4  0.5325516 
 0.9558266884  43.066581   0.90660  4443.1  0.5328871 
 0.9557771841  43.120256   0.90655  4443.7  0.5332226 
 0.9557276542  43.173967   0.90650  4444.4  0.5335581 
 0.9556780985  43.227717   0.90645  4445.1  0.5338937 
 0.9556285172  43.281503   0.90640  4445.7  0.5342292 
 0.9555789102  43.335327   0.90635  4446.4  0.5345648 
 0.9555292775  43.389188   0.90630  4447.1  0.5349005 
 0.9554796191  43.443086   0.90625  4447.7  0.5352361 
 0.9554299351  43.497021   0.90620  4448.4  0.5355718 
 0.9553802254  43.550994   0.90615  4449.1  0.5359075 
 0.9553304900  43.605004   0.90610  4449.7  0.5362432 
 0.9552807290  43.659051   0.90605  4450.4  0.5365790 
 0.9552309423  43.713136   0.90600  4451.1  0.5369147 
 0.9551811300  43.767257   0.90595  4451.7  0.5372505 
 0.9551312920  43.821416   0.90590  4452.4  0.5375864 
 0.9550814284  43.875613   0.90585  4453.1  0.5379222 
 0.9550315392  43.929847   0.90580  4453.7  0.5382581 
 0.9549816243  43.984118   0.90575  4454.4  0.5385940 
 0.9549316838  44.038426   0.90570  4455.1  0.5389299 
 0.9548817177  44.092772   0.90565  4455.7  0.5392659 
 0.9548317259  44.147155   0.90560  4456.4  0.5396019 
 0.9547817086  44.201575   0.90555  4457.0  0.5399379 
 0.9547316656  44.256033   0.90550  4457.7  0.5402739 
 0.9546815970  44.310528   0.90545  4458.4  0.5406100 
 0.9546315029  44.365060   0.90540  4459.0  0.5409461 
 0.9545813831  44.419630   0.90535  4459.7  0.5412822 
 0.9545312377  44.474237   0.90530  4460.4  0.5416183 
 0.9544810667  44.528881   0.90525  4461.0  0.5419545 
 0.9544308702  44.583563   0.90520  4461.7  0.5422907 
 0.9543806481  44.638282   0.90515  4462.3  0.5426269 
 0.9543304004  44.693039   0.90510  4463.0  0.5429631 
 0.9542801271  44.747833   0.90505  4463.7  0.5432994 
 0.9542298282  44.802664   0.90500  4464.3  0.5436357 
 0.9541795038  44.857533   0.90495  4465.0  0.5439720 
 0.9541291538  44.912439   0.90490  4465.6  0.5443084 
 0.9540787783  44.967383   0.90485  4466.3  0.5446447 
 0.9540283773  45.022364   0.90480  4467.0  0.5449794 
 0.9539779512  45.077382   0.90475  4467.8  0.5453085 
 0.9539275002  45.132436   0.90470  4468.7  0.5456377 
 0.9538770243  45.187528   0.90465  4469.5  0.5459669 
 0.9538265236  45.242656   0.90460  4470.4  0.5462961 
 0.9537759980  45.297820   0.90455  4471.2  0.5466253 
 0.9537254475  45.353022   0.90450  4472.0  0.5469545 
 0.9536748723  45.408260   0.90445  4472.9  0.5472838 
 0.9536242722  45.463535   0.90440  4473.7  0.5476130 
 0.9535736472  45.518847   0.90435  4474.5  0.5479423 
 0.9535229974  45.574195   0.90430  4475.4  0.5482716 
 0.9534723228  45.629580   0.90425  4476.2  0.5486009 
 0.9534216233  45.685002   0.90420  4477.1  0.5489303 
 0.9533708991  45.740461   0.90415  4477.9  0.5492596 
 0.9533201500  45.795956   0.90410  4478.7  0.5495890 
 0.9532693761  45.851488   0.90405  4479.6  0.5499184 
 0.9532185775  45.907057   0.90400  4480.4  0.5502478 
 0.9531677540  45.962663   0.90395  4481.2  0.5505772 
 0.9531169057  46.018305   0.90390  4482.1  0.5509066 
 0.9530660327  46.073984   0.90385  4482.9  0.5512361 
 0.9530151348  46.129700   0.90380  4483.7  0.5515655 
 0.9529642122  46.185453   0.90375  4484.6  0.5518950 
 0.9529132648  46.241243   0.90370  4485.4  0.5522245 
 0.9528622927  46.297069   0.90365  4486.2  0.5525540 
 0.9528112957  46.352932   0.90360  4487.1  0.5528835 
 0.9527602741  46.408832   0.90355  4487.9  0.5532131 
 0.9527092276  46.464769   0.90350  4488.7  0.5535427 
 0.9526581564  46.520743   0.90345  4489.5  0.5538722 
 0.9526070605  46.576753   0.90340  4490.4  0.5542018 
 0.9525559399  46.632800   0.90335  4491.2  0.5545314 
 0.9525047945  46.688884   0.90330  4492.0  0.5548611 
 0.9524536244  46.745005   0.90325  4492.9  0.5551907 
 0.9524024295  46.801163   0.90320  4493.7  0.5555204 
 0.9523512099  46.857358   0.90315  4494.5  0.5558500 
 0.9522999657  46.913589   0.90310  4495.4  0.5561797 
 0.9522486967  46.969857   0.90305  4496.2  0.5565094 
 0.9521974030  47.026163   0.90300  4497.0  0.5568391 
 0.9521460846  47.082505   0.90295  4497.8  0.5571689 
 0.9520947415  47.138884   0.90290  4498.7  0.5574986 
 0.9520433738  47.195299   0.90285  4499.5  0.5578284 
 0.9519919813  47.251752   0.90280  4500.3  0.5581582 
 0.9519405642  47.308241   0.90275  4501.1  0.5584880 
 0.9518891223  47.364768   0.90270  4502.0  0.5588178 
 0.9518376559  47.421331   0.90265  4502.8  0.5591476 
 0.9517861647  47.477931   0.90260  4503.6  0.5594775 
 0.9517346489  47.534568   0.90255  4504.5  0.5598074 
 0.9516831084  47.591242   0.90250  4505.3  0.5601372 
 0.9516315434  47.647953   0.90245  4506.1  0.5604671 
 0.9515799536  47.704701   0.90240  4506.9  0.5607971 
 0.9515283392  47.761486   0.90235  4507.8  0.5611270 
 0.9514767002  47.818308   0.90230  4508.6  0.5614569 
 0.9514250365  47.875166   0.90225  4509.4  0.5617869 
 0.9513733482  47.932062   0.90220  4510.2  0.5621169 
 0.9513216353  47.988994   0.90215  4511.0  0.5624469 
 0.9512698978  48.045963   0.90210  4511.9  0.5627769 
 0.9512181368  48.102969   0.90205  4512.9  0.5630812 
 0.9511663538  48.160008   0.90200  4513.9  0.5633815 
 0.9511145489  48.217081   0.90195  4515.0  0.5636817 
 0.9510627222  48.274188   0.90190  4516.0  0.5639819 
 0.9510108736  48.331329   0.90185  4517.0  0.5642822 
 0.9509590032  48.388504   0.90180  4518.1  0.5645824 
 0.9509071110  48.445713   0.90175  4519.1  0.5648826 
 0.9508551969  48.502956   0.90170  4520.1  0.5651827 
 0.9508032610  48.560232   0.90165  4521.2  0.5654829 
 0.9507513034  48.617543   0.90160  4522.2  0.5657830 
 0.9506993239  48.674888   0.90155  4523.2  0.5660831 
 0.9506473226  48.732266   0.90150  4524.3  0.5663832 
 0.9505952995  48.789679   0.90145  4525.3  0.5666833 
 0.9505432546  48.847125   0.90140  4526.4  0.5669834 
 0.9504911880  48.904606   0.90135  4527.4  0.5672834 
 0.9504390996  48.962120   0.90130  4528.4  0.5675835 
 0.9503869894  49.019668   0.90125  4529.5  0.5678835 
 0.9503348575  49.077250   0.90120  4530.5  0.5681835 
 0.9502827039  49.134867   0.90115  4531.5  0.5684835 
 0.9502305285  49.192517   0.90110  4532.5  0.5687834 
 0.9501783314  49.250201   0.90105  4533.6  0.5690834 
 0.9501261125  49.307919   0.90100  4534.6  0.5693833 
 0.9500738719  49.365671   0.90095  4535.6  0.5696832 
 0.9500216097  49.423457   0.90090  4536.7  0.5699831 
 0.9499693257  49.481277   0.90085  4537.7  0.5702830 
 0.9499170201  49.539131   0.90080  4538.7  0.5705829 
 0.9498646927  49.597019   0.90075  4539.8  0.5708827 
 0.9498123437  49.654941   0.90070  4540.8  0.5711825 
 0.9497599730  49.712896   0.90065  4541.8  0.5714824 
 0.9497075806  49.770886   0.90060  4542.8  0.5717822 
 0.9496551666  49.828910   0.90055  4543.9  0.5720819 
 0.9496027309  49.886968   0.90050  4544.9  0.5723817 
 0.9495502736  49.945059   0.90045  4545.9  0.5726815 
 0.9494977947  50.003185   0.90040  4547.0  0.5729812 
 0.9494452941  50.061344   0.90035  4548.0  0.5732809 
 0.9493927719  50.119538   0.90030  4549.0  0.5735806 
 0.9493402281  50.177765   0.90025  4550.0  0.5738803 
 0.9492876627  50.236027   0.90020  4551.1  0.5741799 
 0.9492350757  50.294322   0.90015  4552.1  0.5744796 
 0.9491824671  50.352652   0.90010  4553.1  0.5747792 
 0.9491298369  50.411015   0.90005  4554.1  0.5750788 
 0.9490771852  50.469413   0.90000  4555.2  0.5753784 
 0.9490245118  50.527844   0.89995  4556.2  0.5756780 
 0.9489718169  50.586309   0.89990  4557.2  0.5759776 
 0.9489191005  50.644809   0.89985  4558.2  0.5762771 
 0.9488663625  50.703342   0.89980  4559.2  0.5765767 
 0.9488136030  50.761909   0.89975  4560.3  0.5768762 
 0.9487608219  50.820511   0.89970  4561.3  0.5771757 
 0.9487080193  50.879146   0.89965  4562.3  0.5774752 
 0.9486551952  50.937815   0.89960  4563.3  0.5777746 
 0.9486023496  50.996518   0.89955  4564.4  0.5780741 
 0.9485494825  51.055255   0.89950  4565.4  0.5783735 
 0.9484965939  51.114027   0.89945  4566.4  0.5786729 
 0.9484436837  51.172832   0.89940  4567.4  0.5789723 
 0.9483907521  51.231671   0.89935  4568.4  0.5792717 
 0.9483377991  51.290544   0.89930  4569.5  0.5795711 
 0.9482848245  51.349451   0.89925  4570.5  0.5798704 
 0.9482318285  51.408392   0.89920  4571.5  0.5801698 
 0.9481788111  51.467368   0.89915  4572.5  0.5804691 
 0.9481257722  51.526377   0.89910  4573.5  0.5807684 
 0.9480727119  51.585420   0.89905  4574.5  0.5810677 
 0.9480196301  51.644497   0.89900  4575.6  0.5813670 
 0.9479665269  51.703608   0.89895  4576.6  0.5816662 
 0.9479134023  51.762753   0.89890  4577.6  0.5819655 
 0.9478602563  51.821932   0.89885  4578.6  0.5822647 
 0.9478070889  51.881145   0.89880  4579.6  0.5825639 
 0.9477539001  51.940392   0.89875  4580.6  0.5828631 
 0.9477006899  51.999674   0.89870  4581.7  0.5831622 
 0.9476474583  52.058989   0.89865  4582.7  0.5834614 
 0.9475942053  52.118338   0.89860  4583.7  0.5837605 
 0.9475409310  52.177721   0.89855  4584.7  0.5840597 
 0.9474876354  52.237138   0.89850  4585.7  0.5843588 
 0.9474343183  52.296589   0.89845  4586.7  0.5846579 
 0.9473809800  52.356074   0.89840  4587.7  0.5849570 
 0.9473276202  52.415593   0.89835  4588.7  0.5852560 
 0.9472742392  52.475147   0.89830  4589.8  0.5855551 
 0.9472208368  52.534734   0.89825  4590.8  0.5858541 
 0.9471674132  52.594355   0.89820  4591.8  0.5861531 
 0.9471139682  52.654010   0.89815  4592.8  0.5864521 
 0.9470605019  52.713699   0.89810  4593.8  0.5867511 
 0.9470070143  52.773423   0.89805  4594.8  0.5870500 
 0.9469535054  52.833180   0.89800  4595.8  0.5873490 
 0.9468999753  52.892971   0.89795  4596.8  0.5876479 
 0.9468464238  52.952796   0.89790  4597.8  0.5879468 
 0.9467928512  53.012656   0.89785  4598.8  0.5882458 
 0.9467392572  53.072549   0.89780  4599.9  0.5885446 
 0.9466856420  53.132476   0.89775  4600.9  0.5888435 
 0.9466320056  53.192438   0.89770  4601.9  0.5891424 
 0.9465783479  53.252433   0.89765  4602.9  0.5894412 
 0.9465246690  53.312462   0.89760  4603.9  0.5897400 
 0.9464709689  53.372526   0.89755  4604.9  0.5900388 
 0.9464172475  53.432623   0.89750  4605.9  0.5903376 
 0.9463635049  53.492755   0.89745  4606.9  0.5906364 
 0.9463097412  53.552920   0.89740  4607.9  0.5909352 
 0.9462559562  53.613120   0.89735  4608.9  0.5912339 
 0.9462021501  53.673353   0.89730  4609.9  0.5915326 
 0.9461483228  53.733621   0.89725  4610.9  0.5918313 
 0.9460944743  53.793923   0.89720  4611.9  0.5921300 
 0.9460406046  53.854258   0.89715  4612.9  0.5924287 
 0.9459867138  53.914628   0.89710  4613.9  0.5927274 
 0.9459328019  53.975032   0.89705  4614.9  0.5930260 
 0.9458788688  54.035470   0.89700  4615.9  0.5933247 
 0.9458249145  54.095941   0.89695  4616.9  0.5936233 
 0.9457709391  54.156447   0.89690  4617.9  0.5939219 
 0.9457169427  54.216987   0.89685  4618.9  0.5942205 
 0.9456629250  54.277561   0.89680  4619.9  0.5945190 
 0.9456088863  54.338169   0.89675  4621.0  0.5948176 
 0.9455548265  54.398811   0.89670  4622.0  0.5951161 
 0.9455007456  54.459487   0.89665  4623.0  0.5954147 
 0.9454466436  54.520197   0.89660  4624.0  0.5957132 
 0.9453925205  54.580941   0.89655  4625.0  0.5960117 
 0.9453383764  54.641719   0.89650  4626.0  0.5963101 
 0.9452842111  54.702532   0.89645  4627.0  0.5966086 
 0.9452300249  54.763378   0.89640  4627.9  0.5969070 
 0.9451758176  54.824258   0.89635  4628.9  0.5972055 
 0.9451215892  54.885173   0.89630  4629.9  0.5975039 
 0.9450673398  54.946121   0.89625  4630.9  0.5978023 
 0.9450130693  55.007104   0.89620  4631.9  0.5981007 
 0.9449587779  55.068120   0.89615  4632.9  0.5983990 
 0.9449044654  55.129171   0.89610  4633.9  0.5986974 
 0.9448501319  55.190255   0.89605  4634.9  0.5989957 
 0.9447957775  55.251374   0.89600  4635.9  0.5992941 
 0.9447414020  55.312527   0.89595  4636.9  0.5995924 
 0.9446870055  55.373714   0.89590  4637.9  0.5998907 
 0.9446325881  55.434934   0.89585  4638.9  0.6001889 
 0.9445781497  55.496189   0.89580  4639.9  0.6004872 
 0.9445236903  55.557478   0.89575  4640.9  0.6007854 
 0.9444692099  55.618801   0.89570  4641.9  0.6010837 
 0.9444147086  55.680158   0.89565  4642.9  0.6013819 
 0.9443601864  55.741550   0.89560  4643.9  0.6016801 
 0.9443056433  55.802975   0.89555  4644.9  0.6019783 
 0.9442510791  55.864434   0.89550  4645.9  0.6022764 
 0.9441964941  55.925928   0.89545  4646.9  0.6025746 
 0.9441418882  55.987455   0.89540  4647.9  0.6028727 
 0.9440872613  56.049017   0.89535  4648.8  0.6031708 
 0.9440326136  56.110612   0.89530  4649.8  0.6034690 
 0.9439779449  56.172242   0.89525  4650.8  0.6037670 
 0.9439232554  56.233905   0.89520  4651.8  0.6040651 
 0.9438685450  56.295603   0.89515  4652.8  0.6043632 
 0.9438138137  56.357335   0.89510  4653.8  0.6046612 
 0.9437590615  56.419101   0.89505  4654.8  0.6049593 
 0.9437042885  56.480901   0.89500  4655.8  0.6052573 
 0.9436494946  56.542735   0.89495  4656.8  0.6055553 
 0.9435946799  56.604603   0.89490  4657.8  0.6058533 
 0.9435398444  56.666506   0.89485  4658.7  0.6061512 
 0.9434849880  56.728442   0.89480  4659.7  0.6064492 
 0.9434301108  56.790412   0.89475  4660.7  0.6067471 
 0.9433752127  56.852417   0.89470  4661.7  0.6070451 
 0.9433202939  56.914455   0.89465  4662.7  0.6073430 
 0.9432653542  56.976528   0.89460  4663.7  0.6076409 
 0.9432103938  57.038635   0.89455  4664.7  0.6079387 
 0.9431554126  57.100776   0.89450  4665.7  0.6082366 
 0.9431004106  57.162950   0.89445  4666.6  0.6085345 
 0.9430453878  57.225159   0.89440  4667.6  0.6088323 
 0.9429903443  57.287402   0.89435  4668.6  0.6091301 
 0.9429352799  57.349680   0.89430  4669.6  0.6094279 
 0.9428801949  57.411991   0.89425  4670.6  0.6097257 
 0.9428250891  57.474336   0.89420  4671.6  0.6100235 
 0.9427699625  57.536716   0.89415  4672.6  0.6103213 
 0.9427148152  57.599129   0.89410  4673.5  0.6106190 
 0.9426596472  57.661577   0.89405  4674.5  0.6109167 
 0.9426044585  57.724059   0.89400  4675.5  0.6112144 
 0.9425492491  57.786574   0.89395  4676.5  0.6115121 
 0.9424940189  57.849124   0.89390  4677.5  0.6118098 
 0.9424387681  57.911708   0.89385  4678.5  0.6121075 
 0.9423834965  57.974326   0.89380  4679.4  0.6124052 
 0.9423282043  58.036979   0.89375  4680.4  0.6127028 
 0.9422728914  58.099665   0.89370  4681.4  0.6130004 
 0.9422175578  58.162385   0.89365  4682.4  0.6132980 
 0.9421622036  58.225140   0.89360  4683.4  0.6135956 
 0.9421068287  58.287928   0.89355  4684.3  0.6138932 
 0.9420514332  58.350751   0.89350  4685.3  0.6141908 
 0.9419960170  58.413608   0.89345  4686.3  0.6144883 
 0.9419405802  58.476499   0.89340  4687.3  0.6147859 
 0.9418851228  58.539424   0.89335  4688.3  0.6150834 
 0.9418296447  58.602383   0.89330  4689.2  0.6153809 
 0.9417741461  58.665376   0.89325  4690.2  0.6156784 
 0.9417186268  58.728404   0.89320  4691.2  0.6159759 
 0.9416630869  58.791465   0.89315  4692.2  0.6162733 
 0.9416075264  58.854561   0.89310  4693.1  0.6165708 
 0.9415519454  58.917691   0.89305  4694.1  0.6168682 
 0.9414963437  58.980854   0.89300  4695.1  0.6171656 
 0.9414407215  59.044052   0.89295  4696.1  0.6174630 
 0.9413850788  59.107284   0.89290  4697.0  0.6177604 
 0.9413294154  59.170550   0.89285  4698.0  0.6180578 
 0.9412737315  59.233851   0.89280  4699.0  0.6183552 
 0.9412180271  59.297185   0.89275  4700.0  0.6186525 
 0.9411623021  59.360554   0.89270  4701.0  0.6189499 
 0.9411065567  59.423956   0.89265  4701.9  0.6192472 
 0.9410507906  59.487393   0.89260  4702.9  0.6195445 
 0.9409950041  59.550864   0.89255  4703.9  0.6198418 
 0.9409391971  59.614369   0.89250  4704.8  0.6201390 
 0.9408833695  59.677908   0.89245  4705.8  0.6204363 
 0.9408275215  59.741481   0.89240  4706.8  0.6207335 
 0.9407716530  59.805089   0.89235  4707.8  0.6210308 
 0.9407157640  59.868730   0.89230  4708.7  0.6213280 
 0.9406598545  59.932406   0.89225  4709.7  0.6216252 
 0.9406039245  59.996116   0.89220  4710.7  0.6219224 
 0.9405479741  60.059859   0.89215  4711.7  0.6222195 
 0.9404920033  60.123638   0.89210  4712.6  0.6225167 
 0.9404360119  60.187450   0.89205  4713.6  0.6228138 
 0.9403800002  60.251296   0.89200  4714.6  0.6231110 
 0.9403239680  60.315176   0.89195  4715.5  0.6234081 
 0.9402679154  60.379091   0.89190  4716.5  0.6237052 
 0.9402118424  60.443040   0.89185  4717.5  0.6240023 
 0.9401557489  60.507022   0.89180  4718.4  0.6242993 
 0.9400996351  60.571039   0.89175  4719.4  0.6245964 
 0.9400435009  60.635091   0.89170  4720.4  0.6248934 
 0.9399873462  60.699176   0.89165  4721.3  0.6251905 
 0.9399311712  60.763295   0.89160  4722.3  0.6254875 
 0.9398749758  60.827449   0.89155  4723.3  0.6257845 
 0.9398187601  60.891636   0.89150  4724.3  0.6260815 
 0.9397625239  60.955858   0.89145  4725.2  0.6263784 
 0.9397062674  61.020114   0.89140  4726.2  0.6266754 
 0.9396499906  61.084404   0.89135  4727.2  0.6269723 
 0.9395936934  61.148728   0.89130  4728.1  0.6272693 
 0.9395373759  61.213087   0.89125  4729.1  0.6275662 
 0.9394810380  61.277479   0.89120  4730.0  0.6278631 
 0.9394246799  61.341906   0.89115  4731.0  0.6281600 
 0.9393683014  61.406367   0.89110  4732.0  0.6284568 
 0.9393119026  61.470862   0.89105  4732.9  0.6287537 
 0.9392554836  61.535391   0.89100  4733.9  0.6290505 
 0.9391990442  61.599954   0.89095  4734.9  0.6293473 
 0.9391425845  61.664552   0.89090  4735.8  0.6296442 
 0.9390861045  61.729183   0.89085  4736.8  0.6299410 
 0.9390296043  61.793849   0.89080  4737.8  0.6302377 
 0.9389730838  61.858549   0.89075  4738.7  0.6305345 
 0.9389165431  61.923283   0.89070  4739.7  0.6308313 
 0.9388599821  61.988051   0.89065  4740.6  0.6311280 
 0.9388034008  62.052854   0.89060  4741.6  0.6314247 
 0.9387468000  62.117690   0.89055  4742.8  0.6317032 
 0.9386901810  62.182557   0.89050  4744.0  0.6319758 
 0.9386335439  62.247456   0.89045  4745.3  0.6322484 
 0.9385768888  62.312387   0.89040  4746.5  0.6325209 
 0.9385202156  62.377350   0.89035  4747.8  0.6327934 
 0.9384635243  62.442344   0.89030  4749.0  0.6330659 
 0.9384068151  62.507370   0.89025  4750.3  0.6333383 
 0.9383500878  62.572428   0.89020  4751.5  0.6336107 
 0.9382933425  62.637517   0.89015  4752.7  0.6338831 
 0.9382365792  62.702638   0.89010  4754.0  0.6341555 
 0.9381797979  62.767791   0.89005  4755.2  0.6344278 
 0.9381229986  62.832976   0.89000  4756.5  0.6347000 
 0.9380661813  62.898192   0.88995  4757.7  0.6349723 
 0.9380093460  62.963439   0.88990  4759.0  0.6352445 
 0.9379524928  63.028719   0.88985  4760.2  0.6355167 
 0.9378956216  63.094030   0.88980  4761.4  0.6357888 
 0.9378387325  63.159373   0.88975  4762.7  0.6360609 
 0.9377818254  63.224747   0.88970  4763.9  0.6363330 
